Precio,Distrito,Tipo,Habitaciones,Aseos,Superficie,Planta,Parking,URL
345000,Moncloa,Piso,3,2,91,12,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-parking/159149534/d
455000,Fuencarral,Piso,4,2,108,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/159221847/d
265000,Moncloa,Piso,1,1,64,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-trastero-zona-comunitaria-ascensor-piscina/159023694/d
215000,Chamartín,Piso,3,1,80,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/159047106/d
548000,Retiro,Piso,4,2,128,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/159151272/d
1160000,Salamanca,Piso,4,2,200,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/159289356/d
650000,Salamanca,Piso,2,2,124,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-patio/159289353/d
2400000,Salamanca,Piso,4,3,240,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-ascensor/159289352/d
800000,Retiro,Dúplex,3,3,166,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/159289346/d
695000,Salamanca,Piso,2,2,105,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/159289344/d
2450000,Salamanca,Piso,5,4,441,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor/159289343/d
1485000,Retiro,Piso,3,3,180,7,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor/159289339/d
250000,San Blas,Piso,2,1,70,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156537009/d
289900,San Blas,Piso,3,1,78,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor-amueblado/159066025/d
230000,Usera,Piso,2,1,90,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/159289214/d
220000,Fuencarral,Piso,3,1,79,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/159219621/d
350000,Hortaleza,Piso,1,1,73,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor-piscina/159289152/d
85500,Puente de Vallecas,Piso,2,1,54,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/159024410/d
106000,Villaverde,Piso,2,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/159137474/d
99000,Chamartín,Piso,2,1,55,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-fermin/159289029/d
299000,Villaverde,Piso,2,1,78,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/159289026/d
95000,Puente de Vallecas,Piso,2,1,61,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-andres-de-villaverde/159289022/d
109190,Ciudad Lineal,Piso,3,1,51,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palomeras-sureste/159289020/d
220000,Barajas,Piso,3,1,82,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-trastero-amueblado/157772086/d
380000,Latina,Piso,4,2,140,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-terraza-trastero-ascensor-amueblado/157671444/d
160000,Puente de Vallecas,Piso,3,1,88,9,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor-amueblado/157678481/d
99000,Moratalaz,Piso,2,1,60,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-amueblado/156085502/d
145000,Chamberí,Piso,2,1,58,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/156042450/d
1200000,Hortaleza,Piso,4,3,220,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/159288933/d
420000,San Blas,Dúplex,2,2,103,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin-ascensor/159261540/d
102260,San Blas,Piso,2,1,55,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/amposta/159288860/d
350000,Centro,Piso,3,2,92,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-ascensor/159048104/d
620000,Fuencarral,Piso,5,2,191,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158984617/d
570000,Ciudad Lineal,Piso,3,2,153,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-jardin-terraza-ascensor/158693592/d
280000,Latina,Dúplex,1,1,130,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/157940508/d
120000,Carabanchel,Piso,2,2,51,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin/154502261/d
120000,Centro,Piso,2,1,50,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-trastero/159048656/d
360000,Centro,Piso,2,2,115,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-patio-parking-no-amueblado/158864637/d
940000,Latina,Piso,3,3,179,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/159288764/d
160000,Moncloa,Piso,3,1,88,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/159288742/d
1600000,Moncloa,Casa o chalet,6,4,920,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-jardin-piscina/159288591/d
359000,Ciudad Lineal,Piso,2,2,84,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-terraza-trastero-ascensor-piscina-piscina/159288553/d
139000,Carabanchel,Piso,3,1,78,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/159044834/d
225000,Carabanchel,Piso,3,1,119,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/159088982/d
950000,Moncloa,Casa o chalet,4,4,330,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-terraza-zona-comunitaria-piscina/159288521/d
160000,Carabanchel,Piso,3,1,84,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/158832790/d
1975000,Moncloa,Casa o chalet,6,3,1180,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-piscina/159288503/d
179000,Moncloa,Piso,2,1,58,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/157109364/d
99900,Centro,Piso,2,1,50,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/158134604/d
430000,Chamberí,Piso,2,1,68,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/158310062/d
155000,Villaverde,Piso,1,1,30,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/157940996/d
90000,Centro,Piso,2,1,45,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/159288425/d
170000,Latina,Piso,,,40,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/159249211/d
175000,Ciudad Lineal,Piso,3,1,87,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/159288361/d
185000,Salamanca,Piso,4,1,88,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/158623807/d
230000,Ciudad Lineal,Piso,2,1,74,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor-patio/159100874/d
295000,San Blas,Piso,3,1,121,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/159288170/d
260000,Moratalaz,Loft,1,1,72,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-terraza-zona-comunitaria-ascensor-parking/158958881/d
190000,Arganzuela,Dúplex,4,2,145,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/158614825/d
156000,Carabanchel,Apartamento,1,1,28,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/158614838/d
330000,Fuencarral,Piso,4,2,112,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor-patio-amueblado/159288165/d
99900,Moncloa,Estudio,,1,26,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/149266964/d
850000,Retiro,Casa adosada,5,5,284,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-parking/158614836/d
310500,Salamanca,Piso,3,2,78,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/pacifico/159258778/d
1500000,Salamanca,Piso,3,4,184,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/159288091/d
449000,Puente de Vallecas,Piso,3,2,114,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/159288084/d
147000,Fuencarral,Piso,4,2,92,9,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/159288078/d
630000,Fuencarral,Casa adosada,4,2,210,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-terraza-zona-comunitaria-piscina/159217710/d
895000,Fuencarral,Piso,4,4,233,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-zona-comunitaria-ascensor-piscina/158801948/d
2475000,Fuencarral,Casa o chalet,6,6,633,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-terraza-trastero-piscina/159043548/d
745000,Moncloa,Piso,3,2,167,7,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-parking-piscina/159248488/d
1215000,Fuencarral,Casa adosada,4,3,280,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-piscina/158826536/d
250000,Puente de Vallecas,Ático,3,2,106,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/157814712/d
584000,Retiro,Piso,3,2,144,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-no-amueblado/159287956/d
145000,Carabanchel,Piso,3,1,75,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-patio/159287940/d
483000,Moncloa,Piso,3,2,120,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/159287900/d
83000,Centro,Ático,,1,22,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-patio-amueblado/159217379/d
149900,Chamberí,Piso,2,1,69,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/159060096/d
375000,Villaverde,Piso,1,1,60,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/159287785/d
475000,San Blas,Dúplex,3,4,217,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-no-amueblado/159287636/d
285000,Salamanca,Loft,2,2,105,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-parking-television-internet/156238293/d
685000,Centro,Piso,3,2,124,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/158876853/d
499000,Fuencarral,Piso,4,3,104,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-trastero-amueblado/159287348/d
650000,Retiro,Casa o chalet,4,4,244,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-piscina/159287294/d
742000,Moratalaz,Ático,4,3,175,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-piscina-no-amueblado/159287277/d
350000,Fuencarral,Dúplex,3,2,140,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor/159287257/d
213000,Arganzuela,Piso,4,2,110,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/159287154/d
590000,Centro,Piso,3,2,140,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-zona-comunitaria-ascensor/157686919/d
460000,Salamanca,Piso,4,2,137,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor/159287035/d
420000,Carabanchel,Apartamento,1,1,45,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/159286891/d
440000,Usera,Piso,4,4,158,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas-internet-piscina/159093303/d
205000,Carabanchel,Piso,3,2,96,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-ascensor-amueblado-television-se-aceptan-mascotas-internet-no-amueblado/156391446/d
129000,Carabanchel,Loft,1,1,54,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-television-se-aceptan-mascotas-internet-no-amueblado/157352898/d
219600,Carabanchel,Piso,3,2,90,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado-television-se-aceptan-mascotas-internet-no-amueblado/158062368/d
210000,Carabanchel,Piso,2,1,69,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-se-aceptan-mascotas-internet/158622278/d
219000,Salamanca,Ático,2,2,65,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-amueblado-parking-television-se-aceptan-mascotas-internet-no-amueblado/158241479/d
1500000,Puente de Vallecas,Piso,4,3,215,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-parking/158266840/d
437000,Villaverde,Casa o chalet,4,3,351,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-terraza/158645357/d
339000,Carabanchel,Piso,3,2,134,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-zona-comunitaria-ascensor-piscina-amueblado-television-se-aceptan-mascotas-internet-piscina/158941899/d
264000,Villaverde,Ático,2,2,86,7,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-zona-comunitaria-ascensor-amueblado-parking-piscina/158987696/d
240000,Tetuán,Piso,3,1,70,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-zona-comunitaria-patio/159286308/d
850000,Chamberí,Ático,4,2,150,7,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-terraza/159286299/d
135000,San Blas,Piso,3,1,68,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/amueblado/157819379/d
134000,Carabanchel,Piso,2,1,53,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor/158458143/d
165000,Tetuán,Piso,2,1,47,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-patio/159103333/d
226500,Tetuán,Piso,2,1,60,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor-patio/150582237/d
495000,Fuencarral,Piso,3,2,116,6,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-piscina-amueblado-internet-piscina/157756011/d
825000,Tetuán,Piso,5,3,170,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-zona-comunitaria-ascensor-parking-piscina-no-amueblado/159285552/d
194000,Tetuán,Estudio,,1,40,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-trastero-ascensor/159103332/d
95000,Fuencarral,Estudio,,1,20,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-amueblado/158898215/d
185000,Hortaleza,Piso,2,1,56,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor-amueblado/158247538/d
699999,Moncloa,Dúplex,3,2,160,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-terraza-ascensor/158083539/d
1190000,Tetuán,Casa o chalet,4,2,250,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin/158679495/d
250000,Latina,Piso,2,1,86,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/patio/158412878/d
312000,Centro,Piso,3,2,111,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor/159285621/d
297000,Centro,Piso,2,1,71,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/159101931/d
890000,Chamberí,Ático,4,3,163,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor/159214058/d
605000,Puente de Vallecas,Piso,4,2,131,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/159285551/d
110000,Salamanca,Piso,3,1,59,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-diego/159285543/d
390000,Moncloa,Piso,4,2,111,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/159285379/d
1975000,Ciudad Lineal,Casa o chalet,4,3,540,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-jardin-terraza-trastero-piscina/159285289/d
235000,Carabanchel,Piso,2,1,63,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-internet/159285286/d
149900,Centro,Piso,2,1,69,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/159285130/d
1090000,Villaverde,Piso,2,3,187,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-no-amueblado/159285117/d
665000,Moncloa,Piso,6,2,157,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/159285031/d
1580000,Tetuán,Piso,4,6,280,10,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-piscina/158552762/d
235000,Arganzuela,Piso,1,1,61,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/159284922/d
442000,Arganzuela,Dúplex,3,2,139,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-no-amueblado/156133888/d
370000,Retiro,Piso,2,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-internet/159030505/d
